0.83568	1.8339	-2.2588	0.86217	0.31877	-1.3077	-0.43359	0.34262	3.5784	2.7694	-1.3499	3.0349	0.7254	-0.063055	0.71474	-0.20497	-0.12414	1.4897	1.409	1.4172	0.6715	-1.2075	0.71724	1.6302	0.48889	1.0347	0.72689	-0.30344	0.29387	-0.78728	0.8884	-1.1471	-1.0689	-0.97639	-2.7778	1.605	0.16635	-0.58592	1.5297	-1.8717	0.073751	-0.072615	0.47524	0.15569	-0.70088	0.13264	-0.34124	0.7953	1.0933	1.1093	-0.86365	0.077359	-1.2141	-1.1135	-0.0068493	1.5326	-0.76967	0.37138	-0.22558	1.1174
-1.6927	0.032557	0.55253	1.1006	1.5442	0.085931	-1.4916	-0.7423	-1.0616	2.3505	-0.6156	0.74808	-0.19242	0.88861	-0.76485	-1.4023	-1.4224	0.48819	-0.17738	-0.19605	1.4193	0.29158	0.19781	1.5877	-0.80447	0.69662	0.83509	-0.24372	0.21567	-1.1658	-1.148	0.10487	0.72225	2.9235	-1.0042	-0.15009	0.23924	-2.2754	-0.76188	-1.4703	0.48389	-1.23	-0.21597	-0.22618	-0.02867	-0.92986	0.84719	0.39989	1.7119	-0.19412	-2.1384	-0.83959	1.3546	-1.0722	0.96095	0.12405	1.4367	-1.9609	-0.1977	-1.2078
4.5198	0.82522	1.379	-1.0582	-0.46862	-0.27247	1.0984	-0.27787	0.70154	-2.0518	-0.35385	-0.82359	-1.5771	0.50797	0.28198	0.03348	-1.3337	1.1275	0.35018	-0.29907	0.02289	-0.262	-1.7502	-0.28565	-0.83137	-0.97921	-1.1564	-0.53356	-2.0026	0.96423	0.52006	-0.020028	-0.034771	-1.7008	1.9193	0.76776	-1.5736	2.2655	0.63747	-1.4552	0.65812	0.065211	-0.27619	1.676	2.5425	1.1875	-2.211	0.04098	-0.17653	0.79142	-1.332	-2.3299	-1.4491	0.33351	0.39135	0.45168	-0.13028	0.18369	-0.47615	0.86202
-2.1164	0.45503	-0.84871	-0.33489	0.55278	1.0391	-1.1176	1.2607	0.66014	-0.067866	-0.19522	-0.21761	-0.30311	0.023046	0.05129	0.82606	1.527	0.46691	-0.20971	0.62519	0.18323	-1.0298	0.94922	0.30706	0.13517	0.51525	0.26141	-0.94149	-0.16234	-0.14605	-0.53201	1.6821	-0.87573	-0.061142	-1.1337	-1.5961	0.21003	-0.7021	1.1263	0.15655	-1.5099	1.1759	0.8395	0.16841	-1.9215	-0.85665	0.29071	-0.14838	-0.26116	0.44342	0.39189	-1.2507	-0.94796	-0.74111	-0.50782	-0.32058	0.012469	-3.0292	-0.45701	1.2424
-1.6579	0.93373	0.35032	-0.029006	0.18245	-1.5651	-0.084539	1.6039	0.098348	0.041374	-0.73417	-0.030814	0.23235	0.42639	-0.37281	-0.23645	2.0237	-2.2584	2.2294	0.33756	1.0001	-1.6642	-0.59003	-0.27806	0.42272	-1.6702	0.47163	-1.2128	0.06619	0.65236	0.32706	1.0826	1.0061	-0.3198	-0.073321	-1.2749	-1.0067	0.58953	-0.31623	0.26279	0.56197	0.25963	0.040631	1.5621	0.60442	-0.083004	-0.34047	-0.98405	1.1921	-1.6118	-0.024462	-1.9488	1.0205	0.86172	0.0011621	-0.070837	-2.4863	0.58117	-2.1924	-2.3193
0.12424	-0.94848	0.41149	0.67698	0.85773	-0.69116	0.44938	0.10063	0.82607	0.53616	0.89789	-0.13194	-0.1472	1.0078	-2.1237	-0.50459	-1.2706	-0.38258	0.64868	0.82573	-1.0149	-0.47107	0.13702	-0.29186	0.30182	0.39993	-0.92996	-0.17683	-2.1321	1.1454	-0.62909	-1.2038	-0.25394	-1.4535	0.0038993	-0.5359	2.1542	1.1636	-2.4732	0.41752	-1.372	-0.22996	0.1876	0.72437	-0.24867	1.6005	-0.50716	0.35243	0.66473	0.085189	0.88095	0.32321	-0.78415	-1.8054	1.8586	-0.60453	0.10336	0.56317	0.1136	-0.90473
-0.72695	-0.12489	1.479	-0.86082	0.78467	0.30862	-0.23386	-1.057	-0.28414	-0.08669	-1.4694	0.19218	-0.82229	-0.094241	0.33621	-0.90465	-0.28826	0.35006	-1.8359	1.036	2.4245	0.9594	-0.31577	0.42862	-1.036	1.8779	0.9407	0.78735	-0.87587	0.31995	-0.55829	-0.31143	-0.57001	-0.88055	-1.0536	-0.35481	-1.5607	0.46058	-0.25648	0.83847	0.11655	0.34742	-1.6189	-0.88355	-0.58966	-0.031864	1.2822	-0.43575	1.2616	0.47542	1.1741	0.12695	-0.65682	-1.4814	0.15549	0.81855	-0.29259	-0.54079	-0.30864	-1.0966
-0.76627	-0.18074	0.045841	-0.063783	0.61134	0.10932	1.814	0.31202	1.8045	-0.72312	0.52655	-0.26025	0.60014	0.59393	-2.186	-1.327	-1.441	0.40184	1.4702	-0.32681	0.81232	0.54554	-1.0516	0.39747	-0.75189	1.5163	-0.032567	1.636	-0.42506	0.58943	-0.062791	-2.022	-0.98213	0.76554	-0.20758	-1.2715	-0.48073	0.094548	-1.1392	1.1218	-0.80209	1.6541	-1.2229	0.3433	-1.6714	-0.87281	-0.43154	0.24766	0.94213	0.30049	-0.37307	0.81549	0.79889	0.12021	0.57125	0.4128	-0.98696	0.75957	-0.6572	-0.60392
0.27502	-0.3075	-0.13182	0.59536	1.0468	-0.19796	0.32768	-0.2383	0.2296	0.44	-0.61687	0.27484	0.6011	0.092308	1.7298	-0.60856	-0.73706	-1.7499	0.91048	0.86708	-0.079893	0.89848	0.1837	0.29079	0.11294	0.43995	0.10166	2.7873	-1.1667	-1.8543	-1.1407	-1.0933	-0.43361	-0.22339	-0.16373	0.59616	0.33699	0.80685	1.8307	1.1704	-1.2253	-2.2734	0.95328	-1.8874	0.12073	0.089021	2.1691	-0.014059	-0.50732	0.23581	0.2458	0.070045	-0.60858	-1.2226	0.3165	-1.3429	-1.0322	1.3312	-0.4189	-0.14032
1.3986	-0.30011	1.0294	-0.34507	1.0128	0.62933	-0.21302	-0.8657	-1.0431	-0.27007	-0.43814	-0.40867	0.98355	-0.2977	1.1437	-0.53162	0.97257	-0.52225	0.17658	0.97074	-0.41397	-0.43827	2.0034	0.95099	-0.432	0.64894	-0.36008	0.70589	1.4158	-1.6045	1.0289	1.458	0.047471	1.4669	0.43408	-0.95833	-2.4593	-0.050562	0.98035	0.049401	0.70815	-0.29453	0.40514	-1.9017	-0.48562	-0.54652	0.22458	0.26632	-1.1555	-0.0095249	-0.68981	-0.6667	0.86415	0.11342	0.39836	0.88397	0.18026	0.55085	0.68296	1.1706
