-0.75883	0.65775	1.4361	-1.535	1.7528	1.2831	0.093642	1.5801	0.24478	-1.0203	1.1278	3.3914	-0.77425	-1.0015	1.1383	-0.023952	-1.3638	1.2363	-0.15408	-0.79521	-0.58157	-0.49766	0.93743	-1.1557	0.46922	1.0044	-0.85984	0.33439	-1.6535	0.69688	-1.1222	0.80636	0.43357	-0.21951	-1.6737	1.5259	0.34571	1.4846	0.19963	-2.3379	2.1198	-0.61291	0.59505	-0.38244	1.0574	0.40348	1.4423	0.79549	0.81164	1.0077	-0.55869	-1.5947	1.4104	-1.9158	-1.0473	0.16657	0.19773	0.22074	1.7728	1.2329
2.8785	0.22035	0.90864	-0.59117	-0.23098	-1.7478	0.069832	0.92698	-1.0582	-0.22248	-0.72408	-0.3627	0.90239	0.067267	0.73959	0.39678	0.93579	-2.2572	-1.0221	-0.17188	0.34791	1.1484	-0.63962	-0.60495	-0.28516	0.69522	0.10643	1.1257	-0.77193	0.41113	0.38719	-1.644	0.29639	1.0118	-0.46269	-1.374	-1.7489	1.86	-1.2813	1.1847	-1.3678	-2.1843	0.63169	0.95207	0.54422	0.69076	0.34386	0.51701	-0.96606	-0.082812	-1.0082	-0.79913	-0.56921	0.22978	1.5111	0.37753	0.40614	0.54328	1.2037	0.58042
0.098339	-0.43304	0.59722	-1.6835	0.041733	0.94324	-0.22795	0.57682	0.17243	0.58503	-0.49347	2.7603	0.39661	0.14101	-1.1906	-0.19315	-1.4456	-0.28859	-1.2291	-0.063966	0.15221	-0.48455	1.6329	1.3689	1.4139	0.59073	0.78	-0.65724	0.13181	-1.1224	0.23985	1.1422	-1.1009	-0.23375	-1.441	0.5811	1.2058	1.1684	-1.0504	-1.0688	0.33025	-0.7582	-0.89822	-2.1468	1.0791	-0.66817	1.1252	0.61044	-2.2847	0.40127	0.08527	0.34824	0.38277	-0.17238	0.93639	0.92187	1.9636	-0.91144	2.0999	0.21446
-1.2341	-0.81034	0.11777	0.13802	0.41091	0.82701	0.36159	-1.0245	-0.69016	-0.75889	-0.59045	0.16949	0.34072	-0.22754	-0.99884	-0.32585	0.59705	-0.12961	1.4403	-0.81839	0.29418	1.1514	-0.86027	-0.056095	-1.2147	-0.9311	-1.4473	-0.93475	0.36763	-0.24015	0.58304	1.0277	0.36256	1.0875	0.43984	2.6733	1.0711	-1.8054	0.60649	0.47975	0.82605	0.97044	-0.33695	-0.12427	0.23414	0.33205	1.9127	-1.7645	0.89828	1.2296	-0.63363	0.45286	-0.04602	-1.076	0.14356	1.6681	-0.39915	0.62752	-1.1213	-0.92166
-1.9136	-1.4347	-0.94252	-0.89964	-0.44206	-1.6435	-0.50685	-0.77492	-0.79373	-0.31684	1.1718	-0.64383	0.42103	1.5855	0.6846	0.12939	1.086	2.2299	-0.51696	0.84837	-0.81399	-1.2485	-0.67741	-0.073732	-1.9617	-1.5986	-0.057066	0.60056	0.78545	0.43734	-0.1798	0.53002	2.4929	2.4607	-0.54807	1.9044	-0.13385	-0.13515	0.62626	0.59479	-1.5341	0.97667	0.52604	-0.026382	-1.3426	-0.074465	-1.8626	-1.0909	-1.1317	-0.5135	0.3327	1.0105	-1.2323	0.45524	0.92358	0.96132	-1.5944	0.73202	-0.16877	1.3814
1.4353	-0.34885	0.26942	0.51085	-2.4612	-0.61399	-0.39545	-1.1448	-2.2324	0.84004	-0.61379	2.3901	-0.95824	0.95313	0.70345	0.5599	-1.038	-0.17832	-0.46994	-0.95989	-0.44503	-1.6212	-0.15739	-0.19746	-0.83137	0.63733	-1.0486	-0.24818	0.52491	0.21322	-2.3974	-0.77242	-0.4061	-0.91625	-0.98644	-0.41057	-0.53269	1.6441	-0.24916	0.5742	0.39987	-2.331	-1.9877	-0.23368	0.099859	0.045157	-0.30505	-0.13198	0.85662	0.046294	-1.8352	-1.1575	-0.074179	0.09121	0.82667	0.54593	-0.45975	2.1167	0.1091	-0.91983
-2.0442	0.09865	-0.40664	-1.3519	-0.46982	-1.628	0.68242	1.9437	0.74024	-0.32318	1.3596	-0.20443	-2.219	-0.14463	0.0787	0.56222	-0.16428	1.1737	-1.3284	2.4592	1.3522	-0.24677	0.28802	-0.87267	-0.93076	0.076155	0.98566	0.92584	2.1315	-0.32583	-0.22301	-2.7343	-0.30855	0.66304	-0.48431	-0.12428	-0.76745	-0.93013	2.7153	-1.1744	-0.26451	-0.8423	1.4839	0.47076	-0.099465	0.21938	1.2123	0.25447	-0.054916	0.084633	1.5909	0.54645	0.21702	0.61989	-0.15031	-0.98722	0.36761	-1.6223	-0.69415	1.0579
-1.0727	0.27011	-0.21527	0.27746	0.4236	-0.50092	-2.1246	1.0212	-0.55792	0.2848	0.96956	-2.1231	1.2562	0.74117	0.12238	-0.35879	1.2052	0.44578	0.53234	2.6929	0.55464	1.1765	-0.050684	1.8023	-0.095097	-0.99499	-0.016643	-1.716	1.2576	-1.1842	0.28164	0.91435	0.48275	0.64481	-1.1384	0.21959	1.2033	-1.036	-0.96559	-0.55506	0.40675	0.14588	0.65087	-2.1762	-1.2241	-0.25093	-1.7129	0.76219	0.50623	-2.1076	0.7889	-0.42951	-0.70414	0.57862	1.1724	0.37044	-0.65645	0.83138	0.876	0.13831
3.463	-0.16677	-0.45905	0.54619	-1.3023	-0.41152	-0.54008	1.3665	0.70685	0.60757	0.91982	2.6188	0.032717	-1.4159	-1.6809	0.037781	1.6635	0.831	1.0477	1.7938	-0.48512	-0.63363	1.1019	-0.71702	2.2	0.89062	-0.63543	-0.3735	0.52188	0.7129	1.1684	0.33997	-1.0147	-0.78255	-0.65186	-0.31038	-0.30875	1.0261	-1.7977	1.3817	1.7872	-1.5335	-2.1689	1.8385	1.4039	-0.76401	1.0531	1.5178	0.22709	2.2205	-0.31824	-1.4277	0.17065	0.84716	0.012757	-1.0605	1.1547	0.31926	2.2035	-0.26791
0.98544	-0.019369	0.43226	-1.5897	0.24965	0.76311	-0.0057323	-0.35969	0.025904	-2.0893	1.2419	0.88592	0.55059	0.6547	0.28681	1.4184	-1.1189	-0.074688	1.0841	-0.01455	0.64293	-1.6199	0.34875	1.0834	-2.2401	-0.23564	-1.2532	-1.0302	0.59284	1.0903	-0.20946	-0.51922	1.8022	-0.33531	0.63226	-0.60022	0.25668	-0.97192	-0.22656	-0.87383	0.057275	0.43792	1.7037	-0.19609	0.78158	-0.70622	0.3379	3.033	0.40401	-0.37145	0.7773	0.70114	-1.297	-0.86247	-0.22386	-0.25367	0.10491	-0.56036	0.43344	0.47076
